Count_point_id,hour,Total_Emissions_60s,Hour,Green_Time,Total_Emissions_Optimized,Emission_Reduction,Longitude,Latitude
811209,8,2489.0,8,39,1617.85,871.1499999999999,-0.36344759,51.553916
811209,9,1592.0,9,7,185.73333333333332,1406.2666666666669,-0.36344759,51.553916
811209,17,2756.0,17,7,321.53333333333336,2434.4666666666667,-0.36344759,51.553916
811209,18,2774.0,18,7,323.6333333333333,2450.366666666667,-0.36344759,51.553916
811211,7,9852.0,7,7,1149.4,8702.6,-0.041757099,51.435671
811211,8,12686.0,8,14,2960.0666666666666,9725.933333333334,-0.041757099,51.435671
811211,9,10425.0,9,7,1216.25,9208.75,-0.041757099,51.435671
811211,17,12364.0,17,13,2678.866666666667,9685.133333333331,-0.041757099,51.435671
811211,18,11689.0,18,38,7403.033333333333,4285.966666666667,-0.041757099,51.435671
811213,7,2855.0,7,7,333.0833333333333,2521.9166666666665,-0.41717518,51.571054
811213,8,5777.0,8,7,673.9833333333333,5103.016666666666,-0.41717518,51.571054
811213,9,3279.0,9,7,382.55,2896.45,-0.41717518,51.571054
811213,17,4002.0,17,7,466.9,3535.1,-0.41717518,51.571054
811213,18,3613.0,18,7,421.51666666666665,3191.4833333333336,-0.41717518,51.571054
811214,7,2266.0,7,41,1548.4333333333334,717.5666666666666,-0.11819604,51.300477
811214,8,3345.0,8,28,1561.0,1784.0,-0.11819604,51.300477
811214,9,2576.0,9,13,558.1333333333333,2017.8666666666668,-0.11819604,51.300477
811214,17,2981.0,17,7,347.78333333333336,2633.2166666666667,-0.11819604,51.300477
811214,18,2946.0,18,7,343.7,2602.3,-0.11819604,51.300477
811215,7,3102.0,7,38,1964.6,1137.4,0.10385903,51.430261
811215,8,5284.0,8,30,2642.0,2642.0,0.10385903,51.430261
811215,9,3470.0,9,25,1445.8333333333337,2024.1666666666663,0.10385903,51.430261
811215,17,5637.0,17,77,7234.150000000001,-1597.1500000000003,0.10385903,51.430261
811215,18,5475.0,18,76,6935.0,-1460.0,0.10385903,51.430261
811220,7,1493.0,7,7,174.18333333333334,1318.8166666666666,-0.070590576,51.394333
811220,8,2663.0,8,15,665.75,1997.25,-0.070590576,51.394333
811220,9,1916.0,9,19,606.7333333333333,1309.2666666666669,-0.070590576,51.394333
811220,17,3311.0,17,40,2207.333333333333,1103.666666666667,-0.070590576,51.394333
811220,18,3303.0,18,41,2257.05,1045.9499999999998,-0.070590576,51.394333
811222,7,487.0,7,8,64.93333333333334,422.06666666666666,-0.41151997,51.567291
811222,8,618.0,8,7,72.1,545.9,-0.41151997,51.567291
811222,9,579.0,9,7,67.55,511.45,-0.41151997,51.567291
811222,17,779.0,17,7,90.88333333333334,688.1166666666667,-0.41151997,51.567291
811222,18,866.0,18,7,101.03333333333332,764.9666666666667,-0.41151997,51.567291
811224,7,648.0,7,16,172.8,475.2,-0.46217899,51.489411
811224,8,2171.0,8,7,253.28333333333333,1917.7166666666667,-0.46217899,51.489411
811224,9,470.0,9,7,54.833333333333336,415.1666666666667,-0.46217899,51.489411
811224,17,639.0,17,7,74.55,564.45,-0.46217899,51.489411
811224,18,662.0,18,7,77.23333333333333,584.7666666666667,-0.46217899,51.489411
811227,7,7425.0,7,29,3588.75,3836.25,-0.25909908,51.410604
811227,8,11245.0,8,7,1311.9166666666667,9933.083333333334,-0.25909908,51.410604
811227,9,8177.0,9,7,953.9833333333332,7223.016666666666,-0.25909908,51.410604
811227,17,10929.0,17,7,1275.05,9653.95,-0.25909908,51.410604
811227,18,9930.0,18,7,1158.5,8771.5,-0.25909908,51.410604
811229,7,4272.0,7,7,498.4,3773.6,-0.20125991,51.575776
811229,8,7408.0,8,7,864.2666666666667,6543.733333333334,-0.20125991,51.575776
811229,9,6380.0,9,24,2552.0,3828.0,-0.20125991,51.575776
811229,17,7541.0,17,7,879.7833333333333,6661.216666666667,-0.20125991,51.575776
811229,18,6987.0,18,11,1280.9499999999998,5706.05,-0.20125991,51.575776
811230,7,965.0,7,13,209.08333333333331,755.9166666666666,-0.13962667,51.309731
811230,8,1694.0,8,57,1609.3,84.70000000000005,-0.13962667,51.309731
811230,9,686.0,9,7,80.03333333333333,605.9666666666667,-0.13962667,51.309731
811230,17,942.0,17,38,596.6,345.4,-0.13962667,51.309731
811230,18,714.0,18,28,333.2,380.8,-0.13962667,51.309731
811231,7,5199.0,7,22,1906.3,3292.7,-0.45535746,51.558678
811231,8,9964.0,8,65,10794.333333333332,-830.3333333333321,-0.45535746,51.558678
811231,9,5208.0,9,30,2604.0,2604.0,-0.45535746,51.558678
811231,17,7406.0,17,14,1728.0666666666666,5677.933333333333,-0.45535746,51.558678
811231,18,6511.0,18,47,5100.283333333333,1410.7166666666672,-0.45535746,51.558678
811233,7,14643.0,7,7,1708.35,12934.65,-0.066957901,51.388779
811233,8,16210.0,8,7,1891.1666666666667,14318.833333333334,-0.066957901,51.388779
811233,9,14662.0,9,7,1710.5666666666666,12951.433333333334,-0.066957901,51.388779
811233,17,19393.0,17,7,2262.516666666667,17130.483333333334,-0.066957901,51.388779
811233,18,20081.0,18,7,2342.7833333333333,17738.216666666667,-0.066957901,51.388779
811236,7,7394.0,7,7,862.6333333333333,6531.366666666667,-0.15273207,51.318167
811236,8,7046.0,8,7,822.0333333333333,6223.966666666667,-0.15273207,51.318167
811236,9,5759.0,9,7,671.8833333333333,5087.116666666667,-0.15273207,51.318167
811236,17,8608.0,17,104,14920.533333333336,-6312.533333333335,-0.15273207,51.318167
811236,18,7247.0,18,79,9541.883333333331,-2294.883333333333,-0.15273207,51.318167
811237,7,7016.0,7,51,5963.599999999999,1052.4000000000003,-0.21970318,51.64519
811237,8,7189.0,8,7,838.7166666666667,6350.283333333333,-0.21970318,51.64519
811237,9,4705.0,9,7,548.9166666666666,4156.083333333333,-0.21970318,51.64519
811237,17,8625.0,17,27,3881.25,4743.75,-0.21970318,51.64519
811237,18,6456.0,18,21,2259.6,4196.4,-0.21970318,51.64519
811238,7,1055.0,7,7,123.08333333333331,931.9166666666666,-0.33497122,51.60058
811238,8,2478.0,8,7,289.1,2188.9,-0.33497122,51.60058
811238,9,1493.0,9,7,174.18333333333334,1318.8166666666666,-0.33497122,51.60058
811238,17,1893.0,17,7,220.85,1672.15,-0.33497122,51.60058
811238,18,2417.0,18,7,281.9833333333333,2135.0166666666664,-0.33497122,51.60058
811240,7,9655.0,7,7,1126.4166666666667,8528.583333333334,0.12600426,51.413314
811240,8,12259.0,8,7,1430.2166666666667,10828.783333333333,0.12600426,51.413314
811240,9,9258.0,9,47,7252.1,2005.9,0.12600426,51.413314
811240,17,14243.0,17,120,28486.0,-14243.0,0.12600426,51.413314
811240,18,8154.0,18,119,16172.1,-8018.1,0.12600426,51.413314
811245,7,1141.0,7,7,133.11666666666667,1007.8833333333332,-0.36039094,51.4503
811245,8,1618.0,8,7,188.76666666666668,1429.2333333333331,-0.36039094,51.4503
811245,9,1243.0,9,8,165.73333333333332,1077.2666666666669,-0.36039094,51.4503
811245,17,1789.0,17,7,208.71666666666667,1580.2833333333333,-0.36039094,51.4503
811245,18,1640.0,18,7,191.33333333333331,1448.6666666666667,-0.36039094,51.4503
811911,7,11925.0,7,7,1391.25,10533.75,0.18928519,51.519265
811911,8,14504.0,8,46,11119.733333333334,3384.2666666666664,0.18928519,51.519265
811911,9,11898.0,9,7,1388.1,10509.9,0.18928519,51.519265
811911,17,14939.0,17,120,29878.0,-14939.0,0.18928519,51.519265
811911,18,13649.0,18,120,27298.0,-13649.0,0.18928519,51.519265
811912,7,15695.0,7,7,1831.0833333333333,13863.916666666666,-0.46916585,51.493683
811912,8,19001.0,8,7,2216.7833333333333,16784.216666666667,-0.46916585,51.493683
811912,9,12599.0,9,7,1469.8833333333334,11129.116666666669,-0.46916585,51.493683
811912,17,18846.0,17,120,37692.0,-18846.0,-0.46916585,51.493683
811912,18,16786.0,18,120,33572.0,-16786.0,-0.46916585,51.493683
812308,7,2080.0,7,32,1109.3333333333333,970.6666666666669,0.015350654,51.513156
812308,8,3403.0,8,60,3403.0,0.0,0.015350654,51.513156
812308,9,2250.0,9,24,900.0,1350.0,0.015350654,51.513156
812308,17,2860.0,17,7,333.6666666666667,2526.333333333333,0.015350654,51.513156
812308,18,2509.0,18,9,376.35,2132.65,0.015350654,51.513156
820103,7,219.0,7,7,25.55,193.45,-0.067648981,51.411605
820103,8,289.0,8,7,33.71666666666667,255.28333333333333,-0.067648981,51.411605
820103,9,234.0,9,7,27.3,206.7,-0.067648981,51.411605
820103,17,317.0,17,7,36.98333333333333,280.01666666666665,-0.067648981,51.411605
820103,18,400.0,18,7,46.66666666666666,353.3333333333333,-0.067648981,51.411605
